vessel_id,mmsi,ship_name,flag,vessel_type,geartype,hours,entry_ts,exit_ts,is_china_flag,is_china_mmsi,is_known_ccg,has_no_name,suspicious_score
91e27feea-a0a3-12a9-4f7a-9ba7848037a8,412206031,JINMANYI11198-3-99%,CHN,GEAR,GEAR,19,2025-12-27T08:00:00Z,2025-12-28T18:00:00Z,True,False,False,False,0.3
8a239ce4d-dca8-2326-6a97-0edcf3c6bda2,412763150,JIA LI 68,CHN,OTHER,OTHER,4,2025-12-27T17:00:00Z,2025-12-27T20:00:00Z,True,False,False,False,0.3
27cf8a742-215f-678e-7324-21a3b3b4b93d,412936007,MINLIANYU60936-7-99%,CHN,GEAR,GEAR,10,2025-12-30T05:00:00Z,2026-01-01T06:00:00Z,True,False,False,False,0.3
5f6ecc139-9959-01e4-3702-738464e56876,412609733,60497-33-37%,CHN,GEAR,GEAR,2,2025-12-27T07:00:00Z,2025-12-27T08:00:00Z,True,False,False,False,0.3
6256fb9af-f2bb-c9f7-0f49-0a9badf55f4e,414397000,HENG XING DA,CHN,BUNKER,BUNKER,16,2025-12-31T15:00:00Z,2026-01-01T06:00:00Z,True,False,False,False,0.3
4857366f1-1038-283b-28e7-9cb8f64e79f6,412452617,MINXIAYU05009,CHN,FISHING,TRAWLERS,6,2025-12-27T09:00:00Z,2025-12-29T10:00:00Z,True,False,False,False,0.3
60e030a50-07dc-c394-8882-cda729c2cba1,412447462,MINLIANYU61599,CHN,FISHING,FISHING,41,2025-12-27T04:00:00Z,2025-12-30T01:00:00Z,True,False,False,False,0.3
1661ee341-10fc-b336-2662-e3a562f5b358,412441385,MINLIANYU68979,CHN,FISHING,FISHING,82,2025-12-27T00:00:00Z,2025-12-30T16:00:00Z,True,False,False,False,0.3
0aa2870b3-3ae2-3c98-a662-680cde742610,412452696,MIN LIAN YU61710,CHN,FISHING,TRAWLERS,58,2025-12-27T00:00:00Z,2025-12-29T20:00:00Z,True,False,False,False,0.3
9771fffbd-d269-7036-a858-876ce46d7ef3,412414683,ZHE YU YU 11105,CHN,FISHING,TRAWLERS,28,2025-12-27T15:00:00Z,2025-12-28T21:00:00Z,True,False,False,False,0.3
9842a53b9-9e3e-a51f-44ed-8891d2c55c4c,412007000,GUOJIANENGYUAN611,CHN,CARGO,CARGO,5,2025-12-30T06:00:00Z,2025-12-30T10:00:00Z,True,False,False,False,0.3
22481956c-c551-fea3-e982-e29633b5d96a,412187077,TIELONG61870-77-99%,CHN,GEAR,GEAR,67,2025-12-27T02:00:00Z,2026-01-01T23:00:00Z,True,False,False,False,0.3
7a44b71a4-471d-962d-2963-1cdbbcfb9016,412612106,TIELONG-28-77%,CHN,GEAR,GEAR,74,2025-12-27T00:00:00Z,2026-01-01T23:00:00Z,True,False,False,False,0.3
2f423e45f-ff9a-6db1-dd17-ec1a088770f5,412587597,06058,CHN,SEISMIC_VESSEL,SEISMIC_VESSEL,8,2025-12-29T16:00:00Z,2025-12-29T23:00:00Z,True,False,False,False,0.3
81e44064d-d3ea-d970-bf73-341697e79705,412551959,07718,CHN,FISHING,FISHING,6,2025-12-29T15:00:00Z,2025-12-29T21:00:00Z,True,False,False,False,0.3
0957a7eca-aeb3-a8b3-d9c1-67ef12a57694,412380810,QUN RONG DE,CHN,CARGO,CARGO,3,2025-12-29T03:00:00Z,2025-12-29T05:00:00Z,True,False,False,False,0.3
2f54f3378-83b7-d5fb-553f-6f7917a323fe,412206033,JINMANYI11198-5-42%,CHN,GEAR,GEAR,7,2025-12-27T03:00:00Z,2025-12-28T00:00:00Z,True,False,False,False,0.3
a89cd5bc5-5107-861a-2b70-f15deb5c33ac,412855512,MINLIANYU60866-12,CHN,OTHER,OTHER,3,2025-12-27T22:00:00Z,2025-12-28T01:00:00Z,True,False,False,False,0.3
729dde464-4872-3bd6-c95d-f2203fc252e8,412470000,SU RUN,CHN,CARGO,CARGO,10,2026-01-01T06:00:00Z,2026-01-01T15:00:00Z,True,False,False,False,0.3
a9905d4cc-c955-eeb5-6ad3-6dcbe65e5b4f,412313603,TIELONG33136-03-86%,CHN,GEAR,GEAR,4,2025-12-30T17:00:00Z,2025-12-31T17:00:00Z,True,False,False,False,0.3
cdb23fb72-2b5f-7639-e9c9-bb647a8c0795,412441904,MINLIANYU68966,CHN,FISHING,TRAWLERS,14,2025-12-28T21:00:00Z,2025-12-29T10:00:00Z,True,False,False,False,0.3
3f49045e2-2e47-09f5-8917-7aac036b8b76,412451084,MLYY31559,CHN,FISHING,FISHING,10,2025-12-29T12:00:00Z,2025-12-29T21:00:00Z,True,False,False,False,0.3
434c173f4-41f2-d997-6ce3-26a73d6742fb,412353000,AN MIN SHAN,CHN,CARGO,CARGO,7,2025-12-28T17:00:00Z,2025-12-28T23:00:00Z,True,False,False,False,0.3
6774c3ad5-5166-d398-a893-3ecd02db49e9,412428126,MINLIANYU60428-99%,CHN,GEAR,GEAR,9,2025-12-30T05:00:00Z,2026-01-01T08:00:00Z,True,False,False,False,0.3
cbc459d38-8ab0-96ed-8ae7-603d618aef37,412443718,MIN PING YU 63318,CHN,FISHING,TRAWLERS,46,2025-12-27T00:00:00Z,2025-12-29T17:00:00Z,True,False,False,False,0.3
7583cc390-0b54-1041-926b-2b341d2b0f2f,412061999,MIN PING YU61999,CHN,FISHING,FISHING,47,2025-12-27T00:00:00Z,2025-12-29T12:00:00Z,True,False,False,False,0.3
2b6124728-8139-bf49-5e10-2fbd1b590128,412701175,TIELONG-01559-10-99%,CHN,GEAR,GEAR,17,2025-12-27T02:00:00Z,2025-12-29T10:00:00Z,True,False,False,False,0.3
bef5ddd58-83c5-3880-5c61-ba50ccf254f3,412443877,MIN LIAN YU 61713,CHN,FISHING,TRAWLERS,70,2025-12-27T00:00:00Z,2025-12-30T09:00:00Z,True,False,False,False,0.3
3082ab30e-ea2d-29a4-3be3-494714f6b736,412455780,05780,CHN,CARGO,CARGO,63,2025-12-27T00:00:00Z,2025-12-30T20:00:00Z,True,False,False,False,0.3
f4870df48-8c7e-7238-cd5a-78db1d0ff5f5,412936863,TIELONG69368-63-99%,CHN,GEAR,GEAR,50,2025-12-27T01:00:00Z,2026-01-01T20:00:00Z,True,False,False,False,0.3
04d57ffb8-8348-e670-c297-6a1a92feec71,412444735,MINLIANYU60259,CHN,FISHING,SET_GILLNETS,16,2025-12-27T00:00:00Z,2025-12-28T05:00:00Z,True,False,False,False,0.3
d37297475-55f4-612a-e879-a9bab373e360,412173382,TIELONG71733-82-47%,CHN,GEAR,GEAR,16,2025-12-27T00:00:00Z,2025-12-29T03:00:00Z,True,False,False,False,0.3
a55bb8ea6-658d-58fa-5e35-103df5008773,414401540,ZHE YANG 97,CHN,CARGO,CARGO,11,2026-01-01T05:00:00Z,2026-01-01T15:00:00Z,True,False,False,False,0.3
5599e4b6b-b33d-5256-2fd4-e170c1345c2d,412001268,06868,CHN,GEAR,GEAR,32,2025-12-27T14:00:00Z,2025-12-29T14:00:00Z,True,False,False,False,0.3
2e81a9473-3451-d26a-dcb9-524f470d51b0,412214578,ZHECANGYU02388-8-08%,CHN,GEAR,GEAR,1,2025-12-27T03:00:00Z,2025-12-27T03:00:00Z,True,False,False,False,0.3
c15ed9d7a-af5d-b2b5-84be-223c8c9900bb,412313612,TIELONG33136-12-99%,CHN,GEAR,GEAR,15,2025-12-27T08:00:00Z,2025-12-28T07:00:00Z,True,False,False,False,0.3
d6066fb57-7800-56e7-a1c8-44109c30e73b,412442665,MIN CHANG YU 26296,CHN,FISHING,TRAWLERS,1,2025-12-28T01:00:00Z,2025-12-28T01:00:00Z,True,False,False,False,0.3
6e825cd49-9bfe-2f38-789f-f345f43cb570,412895048,MIN SHI YU 08617,CHN,FISHING,TRAWLERS,40,2025-12-27T21:00:00Z,2025-12-29T20:00:00Z,True,False,False,False,0.3
d02b3e3c3-3b15-a2c7-e141-f4d914c6e74a,412441228,MIN LIAN YU60455,CHN,FISHING,FISHING,21,2025-12-27T00:00:00Z,2025-12-29T06:00:00Z,True,False,False,False,0.3
9d7e3d60f-fd77-3cb5-e871-e3432124262b,412441059,MINLIANYU60159,CHN,OTHER,OTHER,46,2025-12-27T00:00:00Z,2025-12-30T11:00:00Z,True,False,False,False,0.3
b5caba18d-d441-3052-685e-4651ddebecb5,412440213,MINLIANYU60456,CHN,FISHING,TRAWLERS,36,2025-12-28T23:00:00Z,2025-12-30T12:00:00Z,True,False,False,False,0.3
8cf476c74-488d-04ff-2d86-533dee186eb5,412441946,MINLIANYU60833,CHN,FISHING,FISHING,26,2025-12-27T19:00:00Z,2025-12-29T12:00:00Z,True,False,False,False,0.3
e5e1dab8c-c5e9-ea98-659e-c67ad56aeefa,412208650,DONGRUN19,CHN,GEAR,GEAR,5,2025-12-31T04:00:00Z,2025-12-31T08:00:00Z,True,False,False,False,0.3
aabd8db00-0a8e-6073-fc4f-d5b8a63d6f1e,412051812,61812-05         93%,CHN,GEAR,GEAR,11,2025-12-27T21:00:00Z,2025-12-28T11:00:00Z,True,False,False,False,0.3
6a3df9764-42da-c55c-841c-9a4dc5173db5,412986000,LAN JIANG,CHN,OTHER,OTHER,10,2025-12-28T22:00:00Z,2025-12-29T07:00:00Z,True,False,False,False,0.3
801c9eb81-1b1c-dee9-b761-1ac84e0a49c7,412191877,TIELONG61918-77-99%,CHN,GEAR,GEAR,39,2025-12-27T02:00:00Z,2026-01-01T22:00:00Z,True,False,False,False,0.3
85b67b587-7310-a000-a413-95a7d6fe2201,412313615,TIELONG33136-15-85%,CHN,GEAR,GEAR,1,2025-12-30T17:00:00Z,2025-12-30T17:00:00Z,True,False,False,False,0.3
3f8fd937e-e6ef-06ed-1573-f9d0590e5715,412102727,ZGHCLJ002-86%,CHN,GEAR,GEAR,40,2025-12-27T00:00:00Z,2026-01-01T23:00:00Z,True,False,False,False,0.3
ed25e443f-ff0f-1a4d-f0aa-38b9e73950cc,412656016,60546-16-99%,CHN,GEAR,GEAR,40,2025-12-27T12:00:00Z,2026-01-01T07:00:00Z,True,False,False,False,0.3
36135b660-0f5f-417d-32c1-b85ba0bb89db,412313614,TIELONG33136-14-99%,CHN,GEAR,GEAR,11,2025-12-27T11:00:00Z,2025-12-29T09:00:00Z,True,False,False,False,0.3
96fe8b855-5001-b732-cdcc-53370937ae01,412451201,MIN SHI YU 07965,CHN,FISHING,FISHING,7,2025-12-30T18:00:00Z,2025-12-31T00:00:00Z,True,False,False,False,0.3
453034dc0-0a04-9820-7be9-caca9fdd14de,414629000,ZHE YIN JU HE 2,CHN,CARGO,CARGO,3,2025-12-27T12:00:00Z,2025-12-27T14:00:00Z,True,False,False,False,0.3
2808dbeef-f796-963f-38cd-c52eda06683c,412204086,TIELONG64086--20-99%,CHN,GEAR,GEAR,81,2025-12-27T00:00:00Z,2026-01-01T21:00:00Z,True,False,False,False,0.3
aa97d6ceb-b584-ba3b-11a9-58a1443577f1,412433451,ZHELONGGANGYU02886,CHN,FISHING,FISHING,47,2025-12-27T00:00:00Z,2025-12-29T10:00:00Z,True,False,False,False,0.3
0df2bc3e5-5b2b-bc9d-a8ed-3314bd0eca51,412442346,60322,CHN,FISHING,TRAWLERS,5,2025-12-27T08:00:00Z,2025-12-27T12:00:00Z,True,False,False,False,0.3
6aaec325c-ccd3-48e4-5964-bd6646d33297,414602000,JIA HANG DA,CHN,CARGO,CARGO,7,2025-12-28T07:00:00Z,2025-12-28T13:00:00Z,True,False,False,False,0.3
d46dc2431-11a8-36dc-d8ee-4b017062fc74,412915102,60915-2-40%,CHN,GEAR,GEAR,9,2025-12-27T07:00:00Z,2025-12-28T10:00:00Z,True,False,False,False,0.3
75f536be9-959e-cecc-10d7-aaa55de7a505,412150620,TIELONG61506-20-93%,CHN,GEAR,GEAR,10,2025-12-27T02:00:00Z,2025-12-28T22:00:00Z,True,False,False,False,0.3
3117ea8a1-18f2-3309-42b5-7b25f6be7f98,412654611,MINLIANYU60546-1199%,CHN,GEAR,GEAR,37,2025-12-27T00:00:00Z,2026-01-01T13:00:00Z,True,False,False,False,0.3
a92bac767-71fe-c789-a436-476e2c72ab49,412654620,MINLIANYU60546-2099%,CHN,GEAR,GEAR,33,2025-12-28T09:00:00Z,2026-01-01T13:00:00Z,True,False,False,False,0.3
0d97a11fa-a9fd-e1cd-fd28-5936970f46fe,412449543,MINLIANYU61037,CHN,OTHER,OTHER,12,2025-12-27T00:00:00Z,2025-12-27T15:00:00Z,True,False,False,False,0.3
ff9b2e285-50f7-854e-d4e9-be959540e351,412445355,MINFUDINGYU02301,CHN,GEAR,GEAR,4,2025-12-28T18:00:00Z,2025-12-28T21:00:00Z,True,False,False,False,0.3
174151a51-11a4-0d32-edf3-30aa4c9d4a66,412855516,MINLIANYU60866-16,CHN,GEAR,GEAR,5,2025-12-27T21:00:00Z,2025-12-28T02:00:00Z,True,False,False,False,0.3
b894ae296-62ef-c17e-213a-dc544d867d28,412441905,MINLIANYU60886,CHN,OTHER,OTHER,9,2025-12-27T19:00:00Z,2025-12-28T08:00:00Z,True,False,False,False,0.3
5d67f8fab-b7da-7e70-d0f9-0cb69fa44a3b,412198616,TIELONG61986-1699%,CHN,GEAR,GEAR,22,2025-12-27T08:00:00Z,2025-12-29T07:00:00Z,True,False,False,False,0.3
453f94fac-cddc-955e-83f2-8343a7b1366e,412442263,MINLIANYU61866,CHN,FISHING,FISHING,6,2025-12-30T11:00:00Z,2025-12-30T17:00:00Z,True,False,False,False,0.3
c668f7fcf-fd19-086f-6c75-d6f5014b6d53,412936023,MINLIANYU60936-2390%,CHN,GEAR,GEAR,7,2025-12-30T05:00:00Z,2026-01-01T06:00:00Z,True,False,False,False,0.3
efe944385-5bee-1766-7558-a4c54950c1d8,412206028,TIELONG11198-15-99%,CHN,GEAR,GEAR,9,2025-12-27T07:00:00Z,2025-12-28T18:00:00Z,True,False,False,False,0.3
817b9f934-46d5-61d7-21d0-2435f659c5e0,412443541,MINLIANYU60485,CHN,FISHING,FISHING,29,2025-12-27T00:00:00Z,2025-12-31T01:00:00Z,True,False,False,False,0.3
e1e0da759-91ba-9f08-a551-e1c7f3a98875,412188863,TIELONG61888-63-99%,CHN,GEAR,GEAR,53,2025-12-27T02:00:00Z,2026-01-01T23:00:00Z,True,False,False,False,0.3
676be4388-8f10-9606-d9de-220a07f6764c,412187068,TIELONG61870-68-99%,CHN,GEAR,GEAR,48,2025-12-27T01:00:00Z,2026-01-01T23:00:00Z,True,False,False,False,0.3
c440e47e8-856c-166c-85ba-f23e959c5fa3,412897773,TIELONG68977-73-99%,CHN,GEAR,GEAR,34,2025-12-28T17:00:00Z,2026-01-01T22:00:00Z,True,False,False,False,0.3
9794523bb-bed7-f58b-2b71-40e8be047420,412187073,TIELONG61870-73-99%,CHN,GEAR,GEAR,7,2025-12-27T00:00:00Z,2025-12-27T07:00:00Z,True,False,False,False,0.3
c5c5e279b-bdf6-cde8-8f8e-ca9d6a0970e7,412612104,TIELONG-26-54%,CHN,GEAR,GEAR,20,2025-12-27T04:00:00Z,2025-12-29T10:00:00Z,True,False,False,False,0.3
930d4705d-d446-cbf7-89ee-c0f99f22e570,412428161,MINLIANYU60428-99%,CHN,GEAR,GEAR,16,2025-12-29T10:00:00Z,2026-01-01T08:00:00Z,True,False,False,False,0.3
112c2b9bf-f870-3a0a-2ad6-5e78342c616d,412441474,MINLIANYU61986,CHN,FISHING,FISHING,71,2025-12-27T07:00:00Z,2025-12-30T11:00:00Z,True,False,False,False,0.3
a02e0c219-9bbd-7f32-7cef-e4b929e5414b,412641604,MINLIANYU60416-0410%,CHN,GEAR,GEAR,5,2025-12-27T07:00:00Z,2025-12-28T10:00:00Z,True,False,False,False,0.3
e13b37aed-d384-7d80-d4de-b110b1281d29,412612105,TIELONG-27-99%,CHN,GEAR,GEAR,16,2025-12-30T13:00:00Z,2026-01-01T22:00:00Z,True,False,False,False,0.3
ca1289a45-5164-46ca-bd78-b7a9238ec8dd,412676997,BUOY_67699-773%,CHN,GEAR,GEAR,23,2025-12-27T00:00:00Z,2025-12-29T04:00:00Z,True,False,False,False,0.3
2524daba9-94f0-fcfe-c160-9affd331c7c8,412594342,WOERWO,CHN,FISHING,TRAWLERS,41,2025-12-27T00:00:00Z,2025-12-29T09:00:00Z,True,False,False,False,0.3
2cbd7d146-6994-dd13-2e8d-5dd462df69c1,412329340,NING YUAN XING HE,CHN,CARGO,CARGO,3,2025-12-27T00:00:00Z,2025-12-27T02:00:00Z,True,False,False,False,0.3
432443da6-6215-6401-e482-bb160dc443c5,412703960,XIN RUN 23,CHN,OTHER,OTHER,3,2025-12-28T10:00:00Z,2025-12-28T13:00:00Z,True,False,False,False,0.3
9b700320a-a232-1e3e-0f5e-8a6d704e9933,414351670,XIN DE 166,CHN,OTHER,OTHER,5,2025-12-28T06:00:00Z,2025-12-28T10:00:00Z,True,False,False,False,0.3
d1b70b2ff-f709-c413-52e1-fb363c29c5ac,412266698,66698,CHN,FISHING,TRAWLERS,3,2025-12-27T08:00:00Z,2025-12-27T12:00:00Z,True,False,False,False,0.3
d447f7c54-4b78-365e-16ad-2a3e6d450709,412451801,MIN SHI YU 07727,CHN,FISHING,FISHING,7,2025-12-27T07:00:00Z,2025-12-27T14:00:00Z,True,False,False,False,0.3
fe259deea-a72b-6abf-dd54-bd4340cff013,412422081,ZHELONGGANGYU03669,CHN,FISHING,TRAWLERS,39,2025-12-27T03:00:00Z,2025-12-29T01:00:00Z,True,False,False,False,0.3
6bd0f07b6-63ba-d7d0-3950-f4fc616f08d2,412463522,YUESHANCHENGYU16007,CHN,FISHING,TRAWLERS,1,2025-12-27T07:00:00Z,2025-12-27T07:00:00Z,True,False,False,False,0.3
892d495cb-b9fa-cdf0-9896-6177386c12bb,412443513,MINPINGYU61301,CHN,FISHING,TRAWLERS,18,2025-12-28T11:00:00Z,2025-12-29T17:00:00Z,True,False,False,False,0.3
6e19f5882-2d53-84ef-07fc-416e53d0b1c4,412450818,MIN SHI YU 08617,CHN,FISHING,TRAWLERS,41,2025-12-27T21:00:00Z,2025-12-29T20:00:00Z,True,False,False,False,0.3
d2f525a29-99bb-0cbc-26e4-a474d3baf2ad,412313606,TIELONG33136-06-99%,CHN,GEAR,GEAR,10,2025-12-27T12:00:00Z,2025-12-28T04:00:00Z,True,False,False,False,0.3
adae9766b-b0a5-9062-32fd-93dd163ccf8b,412521496,QIONG WEN YU 33818,CHN,FISHING,TRAWLERS,11,2025-12-27T14:00:00Z,2025-12-28T01:00:00Z,True,False,False,False,0.3
ccd9b7e4a-a8dd-6138-c1e3-1115f7249fb6,412511800,NINLIANYU61418-2-88%,CHN,GEAR,GEAR,2,2025-12-27T01:00:00Z,2025-12-27T03:00:00Z,True,False,False,False,0.3
5025b5043-3860-b4bf-95d1-b027c7ff1187,412616643,TIELONG61666-43-99%,CHN,GEAR,GEAR,61,2025-12-27T00:00:00Z,2026-01-01T23:00:00Z,True,False,False,False,0.3
7294b73c1-1451-06d0-fb6d-c880f93d5fd0,412645517,MINLIAN60455-17-99%,CHN,GEAR,GEAR,56,2025-12-28T19:00:00Z,2026-01-01T21:00:00Z,True,False,False,False,0.3
88ee7a46d-d519-c885-92fe-1759c60addcb,412908510,TIELONG09085-10-95%,CHN,GEAR,GEAR,25,2025-12-27T09:00:00Z,2025-12-29T06:00:00Z,True,False,False,False,0.3
dc1653ff5-55c4-68aa-75df-f7e97cebe05a,412059832,00598-32-87%,CHN,GEAR,GEAR,17,2025-12-27T07:00:00Z,2025-12-29T14:00:00Z,True,False,False,False,0.3
915606537-7588-9f1b-eb0f-7d1cded2ed9c,412080210,00802-10-89%,CHN,GEAR,GEAR,28,2025-12-27T08:00:00Z,2025-12-29T15:00:00Z,True,False,False,False,0.3
170d548bd-d7e2-ad69-2620-2663a81c8a09,412616238,MINLIANYU60162-3868%,CHN,GEAR,GEAR,10,2025-12-27T00:00:00Z,2025-12-30T03:00:00Z,True,False,False,False,0.3
43bf083ed-dc9a-4996-61bb-a68293d9fbd9,412858204,TIELONG61858-4-99%,CHN,GEAR,GEAR,49,2025-12-27T00:00:00Z,2025-12-30T00:00:00Z,True,False,False,False,0.3
a3479acfb-b7a9-b4ba-474d-b907b3e00694,412085301,60853--1-99%,CHN,GEAR,GEAR,5,2025-12-27T21:00:00Z,2025-12-28T02:00:00Z,True,False,False,False,0.3
81177cf1f-f441-0047-34c5-4e255cb0ea6d,412153920,TIELONG61539-20-99%,CHN,GEAR,GEAR,44,2025-12-27T01:00:00Z,2026-01-01T22:00:00Z,True,False,False,False,0.3
48097547c-c130-9f66-664e-22652155451b,412443433,MINLIANYU60413,CHN,FISHING,TRAWLERS,70,2025-12-27T00:00:00Z,2025-12-30T00:00:00Z,True,False,False,False,0.3
c9d6e740d-dac7-bc63-4d10-4d220f065c5c,414350180,JIA  HANG  002,CHN,CARGO,CARGO,5,2025-12-29T08:00:00Z,2025-12-29T12:00:00Z,True,False,False,False,0.3
fcdd68ef9-92b9-7d48-b00a-b6bbb6e509f2,412443549,MINLIANYU60272,CHN,OTHER,OTHER,7,2025-12-27T00:00:00Z,2025-12-29T08:00:00Z,True,False,False,False,0.3
0b8d4aa97-7208-dc06-964f-7ad0763a3239,412554290,YUAN HONG XING,CHN,CARGO,CARGO,4,2025-12-29T04:00:00Z,2025-12-29T07:00:00Z,True,False,False,False,0.3
5f2fd5afc-c44c-221f-c25f-781035d322d9,412428123,MINLIANYU60428-99%,CHN,GEAR,GEAR,10,2025-12-30T04:00:00Z,2026-01-01T08:00:00Z,True,False,False,False,0.3
230ec6600-0dfd-cf65-fe2a-8f2de6593cae,412428132,MINLIANYU60428-99%,CHN,GEAR,GEAR,11,2025-12-30T04:00:00Z,2026-01-01T08:00:00Z,True,False,False,False,0.3
196aa269f-fb4b-ef88-cb30-46935e61a0b6,412452159,MINSHIYU06305,CHN,FISHING,TRAWLERS,24,2025-12-27T14:00:00Z,2025-12-29T17:00:00Z,True,False,False,False,0.3
7e89fc18f-fb46-7bf8-728b-19d542410f9b,412452589,MINSHIYU03958,CHN,FISHING,TRAWLERS,41,2025-12-27T07:00:00Z,2025-12-29T14:00:00Z,True,False,False,False,0.3
21b1dca89-9bee-3370-ff93-e4a6abae7ae7,412451771,MINSHIYU07229,CHN,FISHING,SET_LONGLINES,7,2025-12-30T01:00:00Z,2025-12-30T08:00:00Z,True,False,False,False,0.3
5a91afdbb-b3eb-f8c9-ab6e-abc34484bc78,412451885,MIN HUI YU 01868,CHN,FISHING,TRAWLERS,6,2025-12-27T22:00:00Z,2025-12-28T03:00:00Z,True,False,False,False,0.3
1605c5b46-6d14-acd8-abd5-a208ed9ea537,412603438,QUANRIXIN66-5-54%,CHN,GEAR,GEAR,20,2025-12-27T03:00:00Z,2025-12-28T09:00:00Z,True,False,False,False,0.3
93285076c-ce03-8c46-8d65-5b0c8e2da9fc,412441427,MINLIANYU61666,CHN,FISHING,FISHING,79,2025-12-27T00:00:00Z,2025-12-30T13:00:00Z,True,False,False,False,0.3
7433ea415-5f72-4827-1834-42614c3a83c8,412588889,8,CHN,FISHING,TRAWLERS,3,2025-12-27T02:00:00Z,2025-12-27T04:00:00Z,True,False,False,False,0.3
0d5157e22-282c-f6cf-58c0-1465c0e380cb,412441212,MINLIANYU60162,CHN,OTHER,OTHER,33,2025-12-27T03:00:00Z,2025-12-30T10:00:00Z,True,False,False,False,0.3
ab9b6c9d0-0caf-56ad-34bf-66e7888a9d1a,414811000,MING ZHOU 78,CHN,CARGO,CARGO,6,2025-12-27T01:00:00Z,2025-12-27T06:00:00Z,True,False,False,False,0.3
d661601a6-65f0-4720-0145-9a85c0de7303,412505509,MIN LIAN YU11013,CHN,OTHER,OTHER,27,2025-12-27T00:00:00Z,2025-12-29T06:00:00Z,True,False,False,False,0.3
a59bfde06-6c6f-9073-a3cb-326f6cb8776d,412197111,MINLIANYU6019711199%,CHN,SEISMIC_VESSEL,SEISMIC_VESSEL,8,2025-12-29T09:00:00Z,2026-01-01T12:00:00Z,True,False,False,False,0.3
2a6543882-20da-54db-db7f-5b07a4fa75a7,414645000,HUA SHENG 799,CHN,CARGO,CARGO,7,2025-12-28T17:00:00Z,2025-12-28T23:00:00Z,True,False,False,False,0.3
42719202d-dc00-f3b8-3e41-f3bee5ef92e2,414404000,XIN YANG XIN SHI DAI,CHN,CARGO,CARGO,5,2026-01-01T19:00:00Z,2026-01-01T23:00:00Z,True,False,False,False,0.3
f94e58fbd-d8c7-b741-c5b4-5a92d14e3fe4,412206027,TIELONG11198-14-99%,CHN,GEAR,GEAR,18,2025-12-27T07:00:00Z,2025-12-28T18:00:00Z,True,False,False,False,0.3
02117a60c-c117-d62d-2705-680b669e5abb,412441468,MIN LIAN YU 61861,CHN,FISHING,TRAWLERS,66,2025-12-27T00:00:00Z,2025-12-29T22:00:00Z,True,False,False,False,0.3
d4d1c7d0c-cd5e-1cf1-6c48-adb5061ca7bf,412290000,HUA HAI FANG FANG,CHN,OTHER,OTHER,3,2025-12-27T11:00:00Z,2025-12-27T13:00:00Z,True,False,False,False,0.3
37b2fd387-7abd-64a5-2dad-e268604f45a5,412452935,MINPINGYU63368,CHN,FISHING,TRAWLERS,47,2025-12-27T00:00:00Z,2025-12-29T08:00:00Z,True,False,False,False,0.3
b5dcd1d55-514c-d2c7-2f16-8b92dc8a802e,412443332,MIN PING YU 63089,CHN,FISHING,TRAWLERS,47,2025-12-27T00:00:00Z,2025-12-29T07:00:00Z,True,False,False,False,0.3
d1fc35f95-5ae1-e550-e006-565466a1bf59,412603437,QUANRIXIN66-4-78%,CHN,GEAR,GEAR,19,2025-12-27T10:00:00Z,2025-12-28T22:00:00Z,True,False,False,False,0.3
404a74a99-9b98-c349-f071-d3e735e6d6d2,412442243,MINLIANYU60436,CHN,FISHING,FISHING,8,2025-12-27T00:00:00Z,2025-12-28T05:00:00Z,True,False,False,False,0.3
764d4161e-ede8-57e2-3ffa-bb02f853f796,412428153,MINLIANYU60428-99%,CHN,GEAR,GEAR,14,2025-12-29T15:00:00Z,2026-01-01T08:00:00Z,True,False,False,False,0.3
52a141859-95bb-0b11-97bb-59cbf2708979,414402270,XIN MING DA 26,CHN,OTHER,OTHER,4,2025-12-29T07:00:00Z,2025-12-29T10:00:00Z,True,False,False,False,0.3
908f54788-8d9d-1214-b991-e909ad7f3f7a,412451792,MINSHIYU06551,CHN,FISHING,FISHING,8,2025-12-29T06:00:00Z,2025-12-29T13:00:00Z,True,False,False,False,0.3
85aa1bf52-2c04-a289-785f-4396a3363df3,412262637,TIELONG02626-37-89%,CHN,GEAR,GEAR,38,2025-12-27T01:00:00Z,2025-12-29T08:00:00Z,True,False,False,False,0.3
1f7288691-1869-ddb8-ad95-deb1834e9d6d,412441424,MINLIANYU61588,CHN,FISHING,FISHING,17,2025-12-27T03:00:00Z,2025-12-30T16:00:00Z,True,False,False,False,0.3
ced31a9ca-a682-5b22-f02b-73286fe3ee09,412446019,MIN PING YU 63837,CHN,FISHING,TRAWLERS,2,2025-12-27T15:00:00Z,2025-12-27T16:00:00Z,True,False,False,False,0.3
cf913c75c-cf31-b6fe-da9e-c01304410c66,414663000,XIN BIN HONG,CHN,OTHER,OTHER,10,2025-12-30T23:00:00Z,2025-12-31T08:00:00Z,True,False,False,False,0.3
05c1dfd2c-c0ad-b516-2268-0cf95bf104d6,412451171,MINSHIYU05388,CHN,FISHING,FISHING,4,2025-12-29T16:00:00Z,2025-12-29T20:00:00Z,True,False,False,False,0.3
653f90b98-8c7c-2607-e3f5-38fb732ba856,412188312,TIELONG61883-12-78%,CHN,GEAR,GEAR,56,2025-12-27T01:00:00Z,2026-01-01T22:00:00Z,True,False,False,False,0.3
